X,Y,nom_dept,nom_com,insee_com,nom_station,code_station,typologie,influence,nom_poll,id_poll_ue,valeur,unite,metrique,date_fin,statut_valid,x_l93,y_l93,ObjectId,year
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,766867,6279519,710,2021
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NO2,8,44.8,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,766867,6279519,711,2023
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,766867,6279519,712,2022
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,766867,6279519,713,2021
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NOX,9,121.5,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,766867,6279519,714,2023
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,766867,6279519,715,2022
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,766867,6279519,716,2021
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM10,5,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,766867,6279519,717,2023
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM10,5,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,766867,6279519,718,2022
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM10,5,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,766867,6279519,719,2021
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,766867,6279519,720,2023
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,766867,6279519,721,2022
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,766867,6279519,722,2021
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2019/12/31 23:59:00+00,f,766867,6279519,723,2019
3.82806,43.6116,HERAULT,MONTPELLIER,34172,Montpellier Liberte Trafic,FR50225,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2018/12/31 23:59:00+00,f,766867,6279519,724,2018
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO,38,6.8,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,719256,6249147,725,2023
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,719256,6249147,726,2022
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,719256,6249147,727,2021
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO2,8,16.3,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,719256,6249147,728,2023
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,719256,6249147,729,2022
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,719256,6249147,730,2021
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NOX,9,27.0,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,719256,6249147,731,2023
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,719256,6249147,732,2022
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,719256,6249147,733,2021
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM10,5,14.4,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,719256,6249147,734,2023
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM10,5,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,719256,6249147,735,2022
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM10,5,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,719256,6249147,736,2021
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM2.5,6001,7.6,ug.m-3,annuelle,2023/12/31 23:59:00+00,t,719256,6249147,737,2023
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,719256,6249147,738,2022
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2021/12/31 23:59:00+00,f,719256,6249147,739,2021
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2019/12/31 23:59:00+00,f,719256,6249147,740,2019
3.23734,43.3412,HERAULT,BEZIERS,34032,Beziers Leclerc trafic,FR50226,Urbaine,Trafic,PM2.5,6001,,ug.m-3,annuelle,2018/12/31 23:59:00+00,f,719256,6249147,741,2018
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,742,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,743,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,744,2022
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NO,38,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,745,2022
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,746,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,747,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,748,2022
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NO2,8,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,749,2022
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,750,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2023/12/31 23:59:00+00,f,772335,6279271,751,2023
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Antigone Trafic,FR50227,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,752,2022
3.89574,43.6088,HERAULT,MONTPELLIER,34172,Montpelier Pere Louis Trafic,FR50227,Urbaine,Trafic,NOX,9,,ug.m-3,annuelle,2022/12/31 23:59:00+00,f,772335,6279271,753,2022
